Year,Title,Sequel,ReleaseDate,StoryLine,Runtime,SoundMix,Color,AspectRatio,MPAA,RateScore,NumRate,NumReview,NumCritic,ProductionDate,FilmingDate,gross,budget,critic,numrate,numreview,ratescore,nummon,day,daynum,budget_class,competition,ActorScore,ActorScore_budget,Country,BigSix,country_num,ThreeD,mpaa,gross_ind,NewBigSix
1996,The Juror (1996),0,Release Date: 2 February 1996 (USA) See more Ф_,"When Annie Laird is selected as a juror in a big Mafia trial, she is forced by someone known as ""The Teacher"" to persuade the other jurors to vote ""not guilty"". He threatens to kill her son if she doesn't commit. When the trial is over, he can't let her go... Written by Thomas Meyer <i03a@zfn.uni-bremen.de>",118 min,Sound Mix: Dolby | SDDS (8 channels)| Dolby Digital,Color,Aspect Ratio: 2.35 : 1,"Rated R for violence, language and sexuality",5.5,"13,410",60 user,27 critic,null,1 May 1995 - 12 August ,24895970.09,48140449.24,27,13410,60,5.5,2,2,427,4,27,-0.580014606,-0.834593999,USA,0,1,0,R,5,1
1996,Maximum Risk (1996),0,Release Date: 13 September 1996 (USA) See more Ф_,"A policeman takes his twin brother's place and inherits his problems and a beautiful girlfriend. He is forced to kickbox his way from France to the U.S. and back while playing footsie with the FBI and Russian mafia. Not just muscles with a badge, the policeman must find the answers to some tough questions, none harder than what the heck is an accordian player doing in a sauna. Written by Greg Mintz <GM.Augusta@worldnet.att.net>",101 min,Sound Mix: SDDS | Dolby SR | Dolby Digital,Color,Aspect Ratio: 2.35 : 1,"Rated R for strong violence, and for some sexuality and language",5.4,"15,079",64 user,48 critic,null,18 January 1996 - 8 April ,15867182.88,27352527.98,48,15079,64,5.4,9,13,648,3,34,0.6744801,0.024464762,USA,0,1,0,R,4,1
1996,Up Close & Personal (1996),0,Release Date: 1 March 1996 (USA) See more Ф_,"This is a telling of the Jessica Savitch story, the newswoman who, in the 1970's, became the ""First Woman Anchor"". Sally/Tally is taken under the wing of Warren in a Miami newsroom and becomes a news star on TV. Despite her love for Warren, she takes the big chance and moves on to Philadelphia, where he follows to rescue her faltering career at the cost of his own - as she rises he falls. Written by Bruce Cameron <dumarest@midcoast.com>",124 min,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.85 : 1,"Rated PG-13 for brief strong language, some sensuality and depictions of violence",6.1,"10,876",52 user,34 critic,null,25 March 1995 - 14 July ,55849267.99,65646067.14,34,10876,52,6.1,3,1,456,5,33,0,0,USA,0,1,0,PG-13,7,0
1996,Bad Moon (1996),0,Release Date: 1 November 1996 (USA) See more Ф_,"One man's struggle to contain the curse he hides within... and his last-ditch attempt to free himself with the love of family. But when it looks as if he is losing his battle, and endangering all he holds most dear, the family dog, Thor, is the last hope for his family's survival... and the end to his Werewolf curse. Written by Grey Coyote <greycoyote@geocities.com>",80 min,Sound Mix: Dolby,Color,Aspect Ratio: 2.35 : 1,"Rated R for horror violence and gore, brief language and a scene of sexuality",5.6,"3,544",85 user,55 critic,null,26 April 1996 - 21 June ,1154851.084,7658707.833,55,3544,85,5.6,11,1,696,2,37,0,0,USA,0,1,0,R,2,0
1996,Eddie (1996),0,Release Date: 31 May 1996 (USA) See more Ф_,"Eddie is a New York limo driver and a fanatical follower of the New York Knicks professional basketball team. The team is struggling with a mediocre record when, in mid-season, ""Wild Bill"" Burgess, the new owner, as a public relations gimmick, stages an 'honorary coach' contest, which Eddie wins. The fans love it, so ""Wild Bill"" fires the coach and hires her. She takes the bunch of overpaid prima donnas that make up the team and turns them around. But the owner hopes to move the team, now the darling of the New York fans, to St. Louis. He may OWN the team, but it BELONGS to the city and the fans! Written by Bruce Cameron <dumarest@midcoast.com>",100 min,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.85 : 1,Rated PG-13 for some language and brief sexuality,5,"6,809",21 user,20 critic,null,9 August 1995 - 12 October ,34306762.7,32823033.57,20,6809,21,5,5,31,546,4,38,-0.770283247,-0.946592184,USA,0,1,0,PG-13,6,0
1996,The Adventures of Pinocchio (1996),0,Release Date: 26 July 1996 (USA) See more Ф_,"One of puppet-maker Geppetto's creations comes magically to life. This puppet, Pinocchio, has one major desire and that is to become a real boy someday. In order to accomplish this goal he has to learn to act responsibly. This film shows you the adventures on which he learns valuable lessons. Written by Peter Huiskes <huiskes@westbrabant.net>",90 min,Sound Mix: Dolby Digital | SDDS | Dolby SR,Color,Aspect Ratio: 2.35 : 1,G,5.3,"3,933",22 user,19 critic,null,null,16511672.99,27352527.98,19,3933,22,5.3,7,26,601,3,51,0,0,USA,0,1,0,G,4,0
1996,Dear God (1996),0,Release Date: 1 November 1996 (USA) See more Ф_,"Tom Turner is a con man, defrauding people from their money with a variety of two-bit hustles. One night he makes the mistake of attempting to hustle some undercover cops, and finds himself in court faced with the dilemma of either going to jail or getting a real job. Choosing to stay out of jail, he gets a job at the post office working in their Dead Letter Office helping to sort Dead Letters (i.e. mail which, for whatever reason, can't be delivered). Some of the mail he recieves can't be delivered because it's addressed to God, and he accidentally answers (sending them money in the process). This starts the ball rolling as more of his co-workers get in on the idea of helping people by answering ""God"" mail. Written by Afterburner <aburner@erols.com>",112 min,Sound Mix: Dolby,Color,Aspect Ratio: 1.85 : 1,Rated PG for language and mild thematic elements,5.2,"3,024",35 user,21 critic,null,12 March 1996 - 31 May ,7725467.695,24070224.62,21,3024,35,5.2,11,1,696,3,37,0.751373239,-0.188951378,USA,0,1,0,PG,3,0
1996,Mary Reilly (1996),0,Release Date: 23 February 1996 (USA) See more Ф_,"We are somewhere in England in the 19th century. A Pretty housemaid works in a nice house, which is Dr. Jekyll's house. Mary Reilly think she found her best job, because she is poor and the doctor is well-known and rich. The film tells the 'Dr. Jekyll and Mr. Hyde' story as a woman sees the two men, one of them is good and the other is evil. And she loves them ... Written by Kornel Osvart <kornelo@alphanet.hu>",108 min,Sound Mix: SDDS (8 channels)| Dolby Digital,Color,Aspect Ratio: 1.85 : 1,Rated R for notable gore and some strong violence,5.8,"11,520",95 user,46 critic,null,2 June 1994 - 10 September ,6126966.266,51422752.59,46,11520,95,5.8,2,23,448,4,38,0,0,USA,0,1,0,R,3,0
1996,The Chamber (1996),0,Release Date: 11 October 1996 (USA) See more Ф_,"Having survived the hatred and bigotry that was his Klansman grandfather's only legacy, young attorney Adam Hall seeks at the last minute to appeal the old man's death sentence for the murder of two small Jewish boys 30 years before. Only four weeks before Sam Cayhall is to be executed, Adam meets his grandfather for the first time in the Mississippi prison which has held him since the crime. The meeting is predictably tense when the educated, young Mr. ""Hall"" confronts his venom-spewing elder, Mr. ""Cayhall,"" about the murders. The next day, headlines run proclaiming Adam the grandson who has come to the state to save his grandfather, the infamous Ku Klux Klan bomber. While the old man's life lies in the balance, Adam's motivation in fighting this battle becomes clear as the story unfolds. Not only does he fight for his grandfather, but perhaps for himself as well. He has come to heal the wounds of his own father's suicide, to mitigate the secret shame he has always felt for the ... Written by Mark Fleetwood <mfleetwo@mail.coin.missouri.edu>",113 min,Sound Mix: DTS | DTS-Stereo,Color,Aspect Ratio: 2.35 : 1,Rated R for violent images and some language,5.9,"10,019",44 user,38 critic,null,null,15758142.57,54705055.95,38,10019,44,5.9,10,11,676,5,39,2.903237689,1.155285747,USA,0,1,0,R,4,1
1996,Sgt. Bilko (1996),0,Release Date: 29 March 1996 (USA) See more Ф_,"Sgt. Bilko is in charge of the Motor Pool at an Army base. He's also a good-natured con man, providing gambling facilities for the soldiers on base. When an old enemy from his past shows up to inspect his records and steal away his fianceк©, Sgt. Bilko has to put his skills to creative use... Written by Afterburner <aburner@erols.com>",93 min,Sound Mix: DTS | DTS-Stereo,Color,Aspect Ratio: 2.35 : 1,Rated PG for mild thematic elements and some language,5.7,"17,035",71 user,23 critic,null,27 March 1995 - 21 June ,33213401.19,42669943.64,23,17035,71,5.7,3,29,484,4,28,1.366601801,2.510682515,USA,0,1,0,PG,6,1
1996,Alaska (1996),0,Release Date: 14 August 1996 (USA) See more Ф_,"Jake Barnes and his two kids, Sean and Jessie, have moved to Alaska after his wife died. He is a former airline pilot now delivering toilet paper across the mountains. During an emergency delivery in a storm his plane goes down somewhere in the mountains. Annoyed that the authorities aren't doing enough, Jessie and Sean set out on an adventure to find their father with the help of a polar bear which they have saved from a ferocious poacher. Conflict ensues. Written by Jason Ihle <jrihl@conncoll.edu>",109 min,Sound Mix: SDDS | Dolby,Color,Aspect Ratio: 1.78 : 1,Rated PG for some mild language and adventure/peril,5.7,"4,105",37 user,16 critic,null,10 July 1995 - 3 October ,12655492.81,25164325.74,16,4105,37,5.7,8,14,619,3,45,0,0,USA,0,1,0,PG,4,1
1996,Joe's Apartment (1996),0,Release Date: 26 July 1996 (USA) See more Ф_,"Joe comes from Iowa to New York and, being short of money, wants to find an apartment with very low rent. His quest is successful, but he must share the residence with some 50,000 cockroaches. The insects turn out to be Joe's best friends. Written by Dragan Antulov <dragan.antulov@altbbs.fido.hr>",80 min,Sound Mix: Dolby Digital | SDDS,Color,Aspect Ratio: 1.85 : 1,Rated PG-13 for crude humor and a brief drug reference,5.3,"10,183",56 user,16 critic,null,12 April 1995 - 8 June ,5045582.979,14223314.55,16,10183,56,5.3,7,26,601,2,51,0,0,USA,1,1,0,PG-13,3,1
1996,A Thin Line Between Love and Hate (1996),0,Release Date: 3 April 1996 (USA) See more Ф_,"An observable, fast-talking party man Darnell Wright, gets his punishment when one of his conquests takes it personally and comes back for revenge in this 'Fatal Attraction'-esque comic thriller. Written by Anonymous",108 min,Sound Mix: Dolby Digital | SDDS,Color,Aspect Ratio: 2.35 : 1,"Rated R for strong language, a sex scene and some violence",5.6,"2,923",13 user,10 critic,null,5 June 1995 - 11 August ,38015756.74,8752808.952,10,2923,13,5.6,4,3,488,2,23,1.119533727,2.087366938,USA,0,1,0,R,6,0
1996,The Preacher's Wife (1996),0,Release Date: 13 December 1996 (USA) See more Ф_,"Good natured Reverend Henry Biggs finds that his marriage to choir mistress Julia is flagging, due to his constant absence caring for the deprived neighborhood they live in. On top of all this, his church is coming under threat from property developer Joe Hamilton. In desperation, Rev. Biggs prays to God for help - and help arrives in the form of an angel named Dudley. However, Dudley's arrival seems to cause even more trouble... Written by Jonathan Broxton <j.w.broxton@sheffield.ac.uk>",123 min,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.85 : 1,Rated PG for brief mild language,5.4,"8,490",45 user,38 critic,null,10 January 1996 - 17 May ,52618835.97,43764044.76,38,8490,45,5.4,12,13,738,4,37,2.508344326,2.492359783,USA,0,1,0,PG,7,0
1996,Grace of My Heart (1996),0,Release Date: 13 September 1996 (USA) See more Ф_,"An aspiring singer, Denise Waverly/Edna Buxton, sacrifices her own singing career to write hit songs that launch the careers of other singers. The film follows her life from her first break, through the pain of rejection from the recording industry and a bad marriage, to her final triumph. Written by John Deming <jfdeming@sprynet.com>",116 min,Sound Mix: DTS,Color,Aspect Ratio: 1.85 : 1,"Rated R for language, and for some sexuality and drug content",6.7,"2,978",44 user,30 critic,null,null,675751.8623,5470505.595,30,2978,44,6.7,9,13,648,1,34,-0.498768991,-0.552332291,USA,0,1,0,R,1,1
1996,Larger Than Life (1996),0,Release Date: 1 November 1996 (USA) See more Ф_,"Motovational Speaker Jack Corcoran is determined to get his career off the ground, but the biggest gigs he can get are the ones nobody wants. Then one day, he receives a telegram that his circus clown father has passed away, and has left a ""huge"" inheritance. When he gets there, he finds that his inheritance has come in the form of a elephant that was his father's pride and joy in circus acts. His main intention is to sell the pacaderm off. Jack must choose between loud and rude zookeeper Mo or attractive animal show owner Terry. As the two trek through the country Jack and the elephant develop a bond, and it changes his approach on life for the better. Written by Pat McCurry <ccgrad97@aol.com>",93 min,Sound Mix: DTS | Dolby,Color,Aspect Ratio: 1.85 : 1,Rated PG for mild language,5.5,"5,152",30 user,27 critic,null,8 May 1995 - 9 August ,9070067.642,32823033.57,27,5152,30,5.5,11,1,696,4,37,0,0,USA,0,1,0,PG,3,0
1996,Before and After (1996),0,Release Date: 23 February 1996 (USA) See more Ф_,"When teenage son Jacob is being accused of murdering his girlfriend, the well-respected and close-knit Ryan family is in turmoil. Jacob flees, father Ben destroys possible evidence, the village community turns hostile and mother Carolyn is forced to temporarily close her doctor's practice. Then Jacob gets arrested and soon finds himself and his family entangled in a web of truth, trust and lies, all on his way to court. Written by Swie Tio <sweet_t_prod@hotmail.com>",108 min,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.85 : 1,"Rated PG-13 for some disturbing images of violence, brief strong language and some sensuality",6.1,"6,402",47 user,37 critic,null,22 February 1995 - 5 May ,9625725.495,38293539.17,37,6402,47,6.1,2,23,448,4,38,1.37267417,0.81112501,USA,0,1,0,PG-13,3,0
1996,Twelfth Night or What You Will (1996),0,Release Date: 25 October 1996 (USA) See more Ф_,"Brother and sister Viola and Sebastian, who are not only very close but look a great deal alike, are in a shipwreck, and both think the other dead. When she lands in a foreign country, Viola dresses as her brother and adopts the name Cesario, becoming a trusted friend and confidante to the Count Orsino. Orsino is madly in love with the lady Olivia, who is in mourning due to her brother's recent death, which she uses as an excuse to avoid seeing the count, whom she does not love. He sends Cesario to do his wooing, and Olivia falls in love with the disguised maiden. Things get more complicated in this bittersweet Shakespeare comedy when a moronic nobleman, Sir Andrew Aguecheek, and a self-important servant, Malvolio, get caught up in the schemes of Olivia's uncle, the obese, alcoholic Sir Toby, who leads each to believe Olivia loves him. As well, Sebastian surfaces in the area, and of course there is Feste, the wise fool, around to keep everything in perspective and to marvel, like we ... Written by Gary Dickerson <slug@mail.utexas.edu>",134 min,Sound Mix: Dolby | Dolby SR,Color,Aspect Ratio: 1.85 : 1,Rated PG for mild thematic elements,7.3,"4,718",62 user,28 critic,null,null,603446.0017,5470505.595,28,4718,62,7.3,10,25,690,1,48,0,0,USA,0,1,0,PG,1,0
1996,Trees Lounge (1996),0,Release Date: 11 October 1996 (USA) See more Ф_,"Things aren't going so well for Tommy Basilio. He lost his job because he ""borrowed"" money from the register, his girlfriend left him for his boss and is now pregnant, and he can't find work because of the incident. His life revolves around the Trees Lounge, a neighborhood bar over which he lives, full of the colorful eccentrics one finds in such places, like the estranged husband, or the old boozer drinking himself to death. He drunkenly wanders through his life, still in love with his ex, desperate for some sort of meaning beyond the bar, some sort of meaning to his life. Written by Gary Dickerson <slug@mail.utexas.edu>",95 min,Sound Mix: Ultra Stereo,Color,Aspect Ratio: 1.85 : 1,Rated R for plentiful strong language and some drug content,7.2,"11,009",64 user,41 critic,null,null,736624.3663,1422331.455,41,11009,64,7.2,10,11,676,1,39,-0.864655398,1.045959601,USA,0,1,0,R,1,0
1996,Unforgettable (1996),0,Release Date: 23 February 1996 (USA) See more Ф_,"Unsuccessfully framed for his wife's murder, Dr. David Krane attempts to find the real culprit by utilizing a new drug that allows him to experience the memories of other people first-hand. As he gets closer to the truth, the injections begin to take their toll on his life. Additionally, a history of alcoholism, a career crisis, and the involvement of police officers in the murder all conspire to prevent Dr. Crane from learning what really happened. The challenge, then, is for the doctor to overcome these obstacles before his time runs out. Written by Mike Yaffe <myaffe@harris.com>",117 min,Sound Mix: DTS | Dolby Digital,Color,Aspect Ratio: 1.85 : 1,"Rated R for strong violence, language and nudity",5.9,"3,784",25 user,28 critic,null,18 April 1995 - 27 June ,3041905.271,19693820.14,28,3784,25,5.9,2,23,448,2,38,-0.598628617,-0.845483693,USA,0,1,0,R,2,0
1996,Mrs. Winterbourne (1996),0,Release Date: 19 April 1996 (USA) See more Ф_,"Connie Doyle is eighteen and pregnant when her boyfriend kicks her out. She accidentally ends up on a train where she meets Hugh Winterbourne and his wife Patricia who is pregnant. The train wrecks and she wakes up in the hospital to find out that it's been assumed that she's Patricia. Hugh's mother takes her in and she falls in love with Hugh's brother Bill. Just when she thinks everything is going her way, her ex-boyfriend shows up. Written by Shannon Andrews <Shannon.B.Andrews@m.cc.utah.edu>",105 min,Sound Mix: SDDS | Dolby,Color,Aspect Ratio: 1.85 : 1,Rated PG-13 for some thematic elements and brief strong language,6.2,"5,385",49 user,20 critic,null,27 May 1995 - 14 August ,11017598.27,27352527.98,20,5385,49,6.2,4,19,504,3,18,0,0,USA,0,1,0,PG-13,4,0
1996,Blood and Wine (1996),0,Release Date: 21 February 1997 (USA) See more Ф_,"Bob Rafelson has stated that this is the final part of an informal trilogy he started with ""Five Easy Pieces"" and continued with ""The King Of Marvin Gardens"". In the three, Nicholson has now played son, brother and father. In this one, Nicholson is a wealthy wine dealer who has distanced himself from his wife with his philandering and from his son with his negligence. After he steals a diamond necklace with the help of a safecracker partner, Victor, things start coming apart. His wife sets out to interrupt what she thinks is another one of his weekend dalliances, but is really his trip to pawn the jewels. Written by John Sacksteder <jsackste@bellsouth.net>",101 min,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.85 : 1,Rated R for violence and language,6.1,"7,527",55 user,42 critic,null,27 November 1995 - 22 February ,1176473.804,24070224.62,42,7527,55,6.1,2,21,446,3,35,0,0,USA,1,1,0,R,2,0
1996,Get on the Bus (1996),0,Release Date: 16 October 1996 (USA) See more Ф_,"Get on the Bus follows several Black men on a cross country bus trip to the Million Man March. On the bus are an eclectic set of characters including a laid off aircraft worker, a former Gang Banger, a Hollywood actor, a cop who is of mixed racial background, and a White bus driver, all make the trek discussing issues surrounding the march, manhood, religion, politics, and race. Written by Robert Drake <robert.drake@index.com>",120 min,Sound Mix: SDDS | Dolby SR,Color,Aspect Ratio: 1.85 : 1,Rated R for language,6.8,"3,922",35 user,28 critic,null,null,6270406.205,2625842.686,28,3922,35,6.8,10,16,681,1,47,0,0,USA,0,1,0,R,3,1
1996,If Lucy Fell (1996),0,Release Date: 8 March 1996 (USA) See more Ф_,"Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable romances within a month, they must jump off the Brooklyn Bridge. Written by Bob Amaden <rumpus@minn.net>",92 min,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.85 : 1,Rated R for language and some sexuality,4.8,"3,315",41 user,22 critic,null,1 February 1995 - 9 March ,5071535.057,5470505.595,22,3315,41,4.8,3,8,463,1,20,0,0,USA,0,1,0,R,3,0
1996,My Fellow Americans (1996),0,Release Date: 20 December 1996 (USA) See more Ф_,"Kramer and Douglas, two former presidents from opposite ends of the political spectrum, become reluctant allies when they become the target of a conspirator in President Haney's administration. The two ex-presidents realize they have an enemy within the government and set out to find evidence that will clear their names. The search takes them across the Southern Appalachians; along the way they meet a homeless couple, thwart kidnapers in the parking lot of a fast-food restaurant, and find themselves marching in a gay pride parade. Written by Dennis Lewis <dsl@sprynet.com>",101 min,Sound Mix: DTS | Dolby Digital | SDDS,Color,Aspect Ratio: 1.85 : 1,Rated PG-13 for salty language and innuendo,6.5,"12,000",70 user,27 critic,null,25 March 1996 -  June ,24392263.44,23523174.06,27,12000,70,6.5,12,20,745,3,37,1.24974803,1.493526001,USA,0,1,0,PG-13,5,0
1996,The Stupids (1996),0,Release Date: 30 August 1996 (USA) See more Ф_,"When the Stupids, an average suburban American family, discover that their garbage was ""stolen"" out of the can, they begin the investigation of that ""conspiracy"". Written by Anonymous",94 min,Sound Mix: SDDS | Dolby Digital,Color,Aspect Ratio: 1.85 : 1,Rated PG for some violence,4.1,"5,549",91 user,18 critic,null,11 October 1995 - 7 January ,2642903.004,27352527.98,18,5549,91,4.1,8,30,635,3,42,0,0,USA,0,1,0,PG,2,0
1996,Heaven's Prisoners (1996),0,Release Date: 17 May 1996 (USA) See more Ф_,"Ex-detective Dave Robicheaux has made a new life for himself and his wife Annie running a bait shop in the outskirts of New Orleans. When they save a little girl, the sole survivor of a plane crash, their lives become forever changed. They take the orphan child into their home and prepare to raise her. However, a visit from DEA agent Dautrieve brings out the detective instincts in Robicheaux and he begins to ask about the rest of the passengers. This brings trouble to Robicheaux and he turns to drug lord Bubba Rocque, a childhood friend. But the friendship becomes estranged when an assault on the Robicheaux home leaves one victim...Annie. Written by P. Wong <pwong@nt.net>",132 min,Sound Mix: Dolby Digital | SDDS,Color,Aspect Ratio: 1.85 : 1,"Rated R for strong violence and language, and for some nudity",5.7,"4,185",55 user,29 critic,null,31 May 1994 - 27 August ,5475976.101,27352527.98,29,4185,55,5.7,5,17,532,3,33,-0.944392438,-0.838653212,USA,0,1,0,R,3,0
1996,Citizen Ruth (1996),0,Release Date: 13 December 1996 (USA) See more Ф_,"Ruth Stoops is a poor indigent drug-user (a huffer - inhaling glue and paint for a high) whose down and out existence is complicated once more by becoming pregnant (she has had and lost four children already). When a judge orders that she gets an abortion or face a felony charge, she is befriended by Gail Stoney, a pro-lifer whose husband is president of the local ""Babysavers"" group. Suddenly Ruth is thrust into the middle of the pro-choice/pro-life struggle, with each side wanting her to take their side as a ""message"" to others - and the situation escalates... Written by Gary Dickerson <slug@mail.utexas.edu>",106 min,Sound Mix: Dolby,Color,Aspect Ratio: 1.85 : 1,"Rated R for substance abuse, strong language and a sex scene",7,"5,609",49 user,41 critic,null,null,167567.0569,3282303.357,41,5609,49,7,12,13,738,1,37,0,0,USA,0,1,0,R,1,0
1996,Fled (1996),0,Release Date: 19 July 1996 (USA) See more Ф_,"Dodge is a computer hacker serving a prison term; Piper is a tough guy. They end up chained together, and flee during a chain-gang escape attempt that goes bad. An adventure plot ensues, involving a missing floppy disk, an attractive woman that assists them, a sinister Federal marshal, an honest cop, and the Cuban mafia. Written by Michael C. Berch <mcb@postmodern.com>",98 min,Sound Mix: DTS | DTS-Stereo | Dolby SR,Color,Aspect Ratio: 1.85 : 1,"Rated R for strong violence and language, and for some nudity",5.3,"6,851",28 user,34 critic,null,20 November 1995 - 21 February ,18703951.85,27352527.98,34,6851,28,5.3,7,19,594,3,43,-0.83498909,-0.84891619,USA,0,1,0,R,4,0
1996,Carpool (1996),0,Release Date: 23 August 1996 (USA) See more Ф_,"A man with an important business meeting finds himself having to take care of the carpool for the neighborhood school children when his wife gets sick. Stopping to get donuts for the kids, things go even more awry when he finds himself a victim of a robbery. However, the situation only gets worse as a desperate man who had been contemplating a bank robbery robs the robbers and takes the man and the kids hostage in their van as his truck is blocked by an armored car. The thing then proceeds into a comedic chase movie. The father finds his kids don't really respect him and they react better to the robber. The end result is everyone gets a lifestyle change, including the original store owner. Written by John Sacksteder <jsackste@bellsouth.net>",89 min,Sound Mix: Dolby,Color,Aspect Ratio: 1.85 : 1,"Rated PG for crude humor, mild language and comic action",4.8,"3,372",29 user,13 critic,null,null,3620115.83,18599719.02,13,3372,29,4.8,8,23,628,2,51,-0.894520127,-1.007221854,USA,1,1,0,PG,2,1
1996,Manny & Lo (1996),0,Release Date: 26 July 1996 (USA) See more Ф_,"Two sisters, Amanda, 11, and Laurel, 16, run away from their different foster parents, sleeping in model homes, or wherever they can. But when Laurel becomes pregnant, they find they can't make it through this crisis on their own. With nowhere else to turn, they decide to kidnap Elaine, a clerk in a baby supply store. But Elaine seems to need Manny and Lo just as much as they need her. Written by Mike Myers <mmyers@ucsd.edu>",88 min,Sound Mix: Mono,Color,Aspect Ratio: 1.85 : 1,Rated R for language,6.8,"1,423",11 user,17 critic,null,null,549581.2154,547050.5595,17,1423,11,6.8,7,26,601,1,51,0,0,USA,0,1,0,R,1,0
1996,Albino Alligator (1996),0,Release Date: 17 January 1997 (USA) See more Ф_,Three petty thieves who the police believe to be major criminals are chased into a basement bar where they take five hostages including all the bar employees. The rest of the movie deals with the cops lurking outside the bar while the trio try to get hold of the situation inside. Written by Danny Paikov <deepee@netvision.net.il>,97 min,Sound Mix: Dolby Digital,Color,Aspect Ratio: 2.35 : 1,Rated R for strong violence and language,6.1,"6,454",68 user,37 critic,null,null,357013.9479,5470505.595,37,6454,68,6.1,1,17,412,1,31,-0.245121768,-0.063990869,USA,0,1,0,R,1,0
1996,The Spitfire Grill (1996),0,Release Date: 23 August 1996 (USA) See more Ф_,"Percy, upon being released from prison, goes to the small town of Gillead, to find a place where she can start over again. She is taken in by Hannah, to help out at her place, the Spitfire Grill. Percy brings change to the small town, stirring resentment and fear in some, and growth in others. Written by Erich Boleyn <erich@uruk.org>",117 min,Sound Mix: SDDS | Ultra Stereo,Color,Aspect Ratio: 1.85 : 1,Rated PG-13 for thematic elements,6.9,"4,790",77 user,24 critic,null,null,13833569.47,6564606.714,24,4790,77,6.9,8,23,628,1,51,-0.174675261,1.099877701,USA,0,1,0,PG-13,4,0
1996,Girl 6 (1996),0,Release Date: 22 March 1996 (USA) See more Ф_,"This Spike Lee film examines the life of an aspiring actress in New York. She is upset by the treatment of women in the movie industry during one of her screen tests with 'QT'. Out of work and desperate for money, she decides to take a job as a phone-sex operator. Here, unlike her previous dealings with potential employers, her (female) boss is kind, caring, and sensitive. Later, she begins to get too engrossed in her work and starts to lose touch with reality, represented by her friend and neighbor, Jimmy. Written by Tad Dibbern <DIBBERN_D@a1.mscf.upenn.edu>",108 min,Sound Mix: DTS | Dolby Digital,Color,Aspect Ratio: 1.85 : 1,Rated R for explicit sexual dialogue and some nudity,5,"4,871",33 user,30 critic,null,April ,5364377.786,13129213.43,30,4871,33,5,3,22,477,2,28,0,0,USA,1,1,0,R,3,0
1996,Big Bully (1996),0,Release Date: 26 January 1996 (USA) See more Ф_,"David Leary was bullied by Rosco when he was in elementary school. But he got even on the day his parents moved out of town. Now twenty years later, David, who is a successful writer, is invited back to his home town to teach. Everything is great until Rosco, who is still in town, recognizes him. Now suddenly someone is playing mean practical jokes on him. Isn't David a little too old to be running to the Principal saying ""Rosco's picking on me."" ? Written by Brian W Martz <B.Martz@Genie.com>",90 min,Sound Mix: Dolby,Color,Aspect Ratio: 1.85 : 1,"Rated PG for mean-spirited pranks, some crude humor and language",4.5,"3,610",27 user,7 critic,null,22 February 1995 - 5 May ,4469403.071,16411516.79,7,3610,27,4.5,1,26,421,2,27,0,0,USA,0,1,0,PG,2,0
1996,Mother Night (1996),0,Release Date: 1 November 1996 (USA) See more Ф_,"Howard W. Campbell, Jr., an American expatriate playwright, Nazi radio propagandist, and Allied spy, writes his memoirs during his pre-trial confinement in 1961 Haifa and learns that people are what they pretend to be. Written by Erik Gregersen <erik@astro.as.utexas.edu>",114 min,Sound Mix: Dolby,Black and White,Aspect Ratio: 1.85 : 1,Rated R for a scene of sexuality,7.2,"4,134",51 user,29 critic,null,20 September 1995 - 8 November ,429283.7033,6564606.714,29,4134,51,7.2,11,1,696,1,37,-1.530715707,-1.658532137,USA,0,1,0,R,1,0
1996,The Trigger Effect (1996),0,Release Date: 30 August 1996 (USA) See more Ф_,"How tenuous is man's hold on civilization when survival becomes an issue? When the lights go out and stay out for several days, suburbanites Matthew and Annie learn the hard way that man is ""by nature"" a predatory creature. Matthew's long-time friend, Joe, happens by on the second day and a rivalry between the two friends simmers as Annie cares for her sick baby. When rumors of looting spread through the neighborhood, the two men buy a rifle for protection but Annie throws it in the pool. Later, that same night, Joe hears a prowler downstairs and awakens Matthew. They chase the stranger from the house and out into the street where a neighbor shoots him to death. No longer safe in their own home, they decide to drive to Annie's parents some 500 miles away. Before they reach their destination, more trouble comes their way when they stop to siphon gas from an abandoned car and discover the driver in the back seat... Is this what is meant by ""man's inhumanity to man?"" Written by Mark Fleetwood <mfleetwo@mail.coin.missouri.edu>",94 min,Sound Mix: DTS,Color,Aspect Ratio: 1.85 : 1,Rated R for language and some violence,5.6,"4,697",58 user,23 critic,null,31 July 1995 - 22 September ,3933127.219,8752808.952,23,4697,58,5.6,8,30,635,2,42,-0.968742564,7.822015698,USA,0,1,0,R,2,1
